" Datos Básicos  - Familiares que trabajan en explotaciones agrarias"
"Datos de: INDICADOR=FAMILIARES QUE TRABAJAN EN EXPLOTACIONES AGRARIAS"
"FAMILIA INDICADOR",,"AGRICULTURA",
"INDICADOR",,"FAMILIARES QUE TRABAJAN EN EXPLOTACIONES AGRARIAS",
,,VALOR,
FECHA,MUNICIPIO,Sum,
,"40073 ESCALONA DEL PRADO",         136,
,"40074 ESCARABAJOSA DE CABEZAS",          74,
,"40075 ESCOBAR DE POLENDOS",          86,
,"40076 ESPINAR (EL)",         231,
,"40077 ESPIRDO",          51,
,"40078 FRESNEDA DE CUELLAR",          35,
,"40079 FRESNO DE CANTESPINO",          72,
,"40080 FRESNO DE LA FUENTE",          28,
,"40081 FRUMALES",         104,
,"40082 FUENTE DE SANTA CRUZ",          58,
,"40083 FUENTE EL OLMO DE FUENTIDUEÑA",          67,
,"40084 FUENTE EL OLMO DE ISCAR",          24,
,"40086 FUENTEPELAYO",         121,
,"40087 FUENTEPIÑEL",          46,
,"40088 FUENTERREBOLLO",          56,
,"40089 FUENTESAUCO DE FUENTIDUEÑA",         105,
,"40091 FUENTESOTO",          96,
,"40092 FUENTIDUEÑA",          69,
,"40093 GALLEGOS",          25,
,"40094 GARCILLAN",          86,
,"40095 GOMEZSERRACIN",         164,
,"40097 GRAJERA",          16,
,"40099 HONRUBIA DE LA CUESTA",          49,
,"40100 HONTALBILLA",         117,
,"40101 HONTANARES DE ERESMA",          29,
,"40103 HUERTOS (LOS)",          47,
,"40104 ITUERO Y LAMA",          11,
,"40105 JUARROS DE RIOMOROS",          29,
,"40106 JUARROS DE VOLTOYA",          44,
,"40107 LABAJOS",          41,
,"40108 LAGUNA DE CONTRERAS",          71,
,"40109 LANGUILLA",          39,
,"40110 LASTRAS DE CUELLAR",         114,
,"40111 LASTRAS DEL POZO",          45,
,"40112 LASTRILLA (LA)",          24,
,"40113 LOSA (LA)",          43,
,"40115 MADERUELO",          33,
,"40118 MARAZUELA",          44,
,"40119 MARTIN MIGUEL",          81,
,"40120 MARTIN MUÑOZ DE LA DEHESA",          49,
,"40121 MARTIN MUÑOZ DE LAS POSADAS",         109,
,"40122 MARUGAN",          61,
,"40123 MATABUENA",          36,
,"40124 MATA DE CUELLAR",          56,
,"40125 MATILLA (LA)",          24,
,"40126 MELQUE DE CERCOS",          29,
,"40127 MEMBIBRE DE LA HOZ",          47,
,"40128 MIGUELAÑEZ",          23,
,"40129 MONTEJO DE AREVALO",          83,
,"40130 MONTEJO DE LA VEGA DE LA SERREZUELA",          94,
,"40131 MONTERRUBIO",          29,
,"40132 MORAL DE HORNUEZ",          35,
,"40134 MOZONCILLO",         152,
,"40135 MUÑOPEDRO",         102,
,"40136 MUÑOVEROS",          63,
,"40138 NAVA DE LA ASUNCION",         199,
,"40139 NAVAFRIA",          58,
,"40140 NAVALILLA",          56,
,"40141 NAVALMANZANO",         141,
,"40142 NAVARES DE AYUSO",           7,
,"40143 NAVARES DE ENMEDIO",          28,
,"40144 NAVARES DE LAS CUEVAS",           6,
,"40145 NAVAS DE ORO",          81,
,"40146 NAVAS DE SAN ANTONIO",         111,
,"40148 NIEVA",          40,
,"40149 OLOMBRADA",         222,
,"40150 OREJANA",          27,
,"40151 ORTIGOSA DE PESTAÑO",          18,
,"40152 OTERO DE HERREROS",         125,
,"40154 PAJAREJOS",          11,
,"40155 PALAZUELOS DE ERESMA",          94,
,"40156 PEDRAZA",          48,
,"40157 PELAYOS DEL ARROYO",          51,
,"40158 PEROSILLO",          25,
,"40159 PINAREJOS",          48,
,"40160 PINARNEGRILLO",          81,
,"40161 CARABIAS",           4,
,"40162 PRADENA",          56,
,"40163 PUEBLA DE PEDRAZA",          37,
,"40164 RAPARIEGOS",          89,
,"40165 REBOLLO",          34,
,"40166 REMONDO",          52,
,"40168 RIAGUAS DE SAN BARTOLOME",          32,
,"40170 RIAZA",          77,
,"40171 RIBOTA",          25,
,"40172 RIOFRIO DE RIAZA",           8,
,"40173 RODA DE ERESMA",          32,
,"40174 SACRAMENIA",          98,
,"40176 SAMBOAL",          87,
,"40177 SAN CRISTOBAL DE CUELLAR",          67,
,"40178 SAN CRISTOBAL DE LA VEGA",          51,
,"40179 SANCHONUÑO",         132,
,"40180 SANGARCIA",         118,
,"40181 REAL SITIO DE SAN ILDEFONSO",          29,
,"40182 SAN MARTIN Y MUDRIAN",          74,
,"40183 SAN MIGUEL DE BERNUY",          57,
,"40184 SAN PEDRO DE GAILLOS",         149,
,"40185 SANTA MARIA LA REAL DE NIEVA",         360,
,"40186 SANTA MARTA DEL CERRO",          37,
,"40188 SANTIUSTE DE PEDRAZA",          48,
,"40189 SANTIUSTE DE SAN JUAN BAUTISTA",         336,
,"40190 SANTO DOMINGO DE PIRON",          14,
,"40191 SANTO TOME DEL PUERTO",          52,
,"40192 SAUQUILLO DE CABEZAS",          43,
,"40193 SEBULCOR",          39,
,"40194 SEGOVIA",         263,
,"40195 SEPULVEDA",         176,
,"40196 SEQUERA DE FRESNO",          16,
,"40198 SOTILLO",          25,
,"40199 SOTOSALBOS",          18,
,"40200 TABANERA LA LUENGA",          32,
,"40201 TOLOCIRIO",          41,
,"40202 TORREADRADA",          56,
,"40203 TORRECABALLEROS",          29,
,"40204 TORRECILLA DEL PINAR",          54,
,"40205 TORREIGLESIAS",         131,
,"40206 TORRE VAL DE SAN PEDRO",          20,
,"40207 TRESCASAS",          42,
,"40208 TUREGANO",         170,
,"40210 URUEÑAS",          33,
,"40211 VALDEPRADOS",           9,
,"40212 VALDEVACAS DE MONTEJO",           8,
,"40213 VALDEVACAS Y GUIJAR",          54,
,"40214 VALSECA",          60,
,"40215 VALTIENDAS",         106,
,"40216 VALVERDE DEL MAJANO",          99,
,"40218 VALLE DE TABLADILLO",          41,
,"40219 VALLELADO",         186,
,"40220 VALLERUELA DE PEDRAZA",          15,
,"40221 VALLERUELA DE SEPULVEDA",          32,
,"40222 VEGANZONES",          94,
,"40223 VEGAS DE MATUTE",          53,
,"40224 VENTOSILLA Y TEJADILLA",           4,
,"40225 VILLACASTIN",         142,
,"40228 VILLAVERDE DE ISCAR",          59,
,"40229 VILLAVERDE DE MONTEJO",          14,
,"40230 VILLEGUILLO",          31,
,"40231 YANGUAS DE ERESMA",          28,
,"40233 ZARZUELA DEL MONTE",          87,
,"40234 ZARZUELA DEL PINAR",         117,
,"40901 ORTIGOSA DEL MONTE",          17,
,"40902 COZUELOS DE FUENTIDUEÑA",          48,
,"40903 MARAZOLEJA",          58,
,"40904 NAVAS DE RIOFRIO",          10,
,"40905 CUEVAS DE PROVANCO",         101,
,"42001 ABEJAR",          17,
,"42003 ADRADAS",          39,
,"42004 AGREDA",         431,
,"42006 ALCONABA",          60,
,"42007 ALCUBILLA DE AVELLANEDA",         152,
,"42008 ALCUBILLA DE LAS PEÑAS",          39,
,"42009 ALDEALAFUENTE",          48,
,"42010 ALDEALICES",          13,
,"42011 ALDEALPOZO",           7,
,"42012 ALDEALSEÑOR",          25,
,"42013 ALDEHUELA DE PERIAÑEZ",          24,
,"42014 ALDEHUELAS (LAS)",          35,
,"42015 ALENTISQUE",          29,
,"42016 ALIUD",          21,
,"42017 ALMAJANO",          38,
,"42018 ALMALUEZ",          69,
,"42019 ALMARZA",         124,
,"42020 ALMAZAN",         121,
,"42021 ALMAZUL",          65,
,"42022 ALMENAR DE SORIA",         141,
,"42023 ALPANSEQUE",          35,
,"42024 ARANCON",          75,
,"42025 ARCOS DE JALON",         159,
,"42026 ARENILLAS",          10,
,"42027 AREVALO DE LA SIERRA",          26,
,"42028 AUSEJO DE LA SIERRA",          24,
,"42029 BARAONA",          63,
,"42030 BARCA",          68,
,"42031 BARCONES",          16,
,"42032 BAYUBAS DE ABAJO",          29,
,"42033 BAYUBAS DE ARRIBA",          20,
,"42034 BERATON",          26,
,"42035 BERLANGA DE DUERO",         171,
,"42036 BLACOS",          21,
,"42037 BLIECOS",          32,
,"42038 BORJABAD",          35,
,"42039 BOROBIA",         118,
,"42041 BUBEROS",          19,
,"42042 BUITRAGO",          11,
,"42043 BURGO DE OSMA-CIUDAD DE OSMA",         544,
,"42044 CABREJAS DEL CAMPO",          22,
,"42045 CABREJAS DEL PINAR",          25,
,"42046 CALATAÑAZOR",          15,
,"42048 CALTOJAR",          29,
,"42049 CANDILICHERA",          70,
,"42050 CAÑAMAQUE",          22,
,"42051 CARABANTES",          27,
,"42052 CARACENA",           7,
,"42053 CARRASCOSA DE ABAJO",          13,
,"42054 CARRASCOSA DE LA SIERRA",          17,
,"42055 CASAREJOS",          19,
,"42056 CASTILFRIO DE LA SIERRA",           8,
,"42057 CASTILRUIZ",         121,
,"42058 CASTILLEJO DE ROBLEDO",         133,
,"42059 CENTENERA DE ANDALUZ",          12,
,"42060 CERBON",          13,
,"42061 CIDONES",          30,
,"42062 CIGUDOSA",          12,
,"42063 CIHUELA",          21,
,"42064 CIRIA",          22,
,"42065 CIRUJALES DEL RIO",          21,
,"42068 COSCURITA",          57,
,"42069 COVALEDA",          50,
,"42070 CUBILLA",           3,
,"42071 CUBO DE LA SOLANA",          87,
,"42073 CUEVA DE AGREDA",          59,
,"42075 DEVANOS",          36,
,"42076 DEZA",          91,
,"42078 DURUELO DE LA SIERRA",          44,
,"42079 ESCOBOSA DE ALMAZAN",          16,
,"42080 ESPEJA DE SAN MARCELINO",          77,
,"42081 ESPEJON",          33,
,"42082 ESTEPA DE SAN JUAN",          11,
,"42083 FRECHILLA DE ALMAZAN",          27,
,"42084 FRESNO DE CARACENA",           8,
,"42085 FUENTEARMEGIL",         127,
,"42086 FUENTECAMBRON",          70,
,"42087 FUENTECANTOS",          13,
,"42088 FUENTELMONGE",          58,
,"42089 FUENTELSAZ DE SORIA",          36,
,"42090 FUENTEPINILLA",          46,
,"42092 FUENTES DE MAGAÑA",          13,
,"42093 FUENTESTRUN",          14,
,"42094 GARRAY",          52,
,"42095 GOLMAYO",         155,
,"42096 GOMARA",          96,
,"42097 GORMAZ",          11,
,"42098 HERRERA DE SORIA",           8,
,"42100 HINOJOSA DEL CAMPO",          22,
,"42103 LANGA DE DUERO",         194,
,"42105 LICERAS",          15,
,"42106 LOSILLA (LA)",          10,
,"42107 MAGAÑA",          47,
,"42108 MAJAN",          11,
,"42110 MATALEBRERAS",          79,
,"42111 MATAMALA DE ALMAZAN",          71,
,"42113 MEDINACELI",         109,
,"42115 MIÑO DE MEDINACELI",          31,
,"42116 MIÑO DE SAN ESTEBAN",         136,
,"42117 MOLINOS DE DUERO",          23,
,"42118 MOMBLONA",          21,
,"42119 MONTEAGUDO DE LAS VICARIAS",          47,
,"42120 MONTEJO DE TIERMES",          47,
,"42121 MONTENEGRO DE CAMEROS",          61,
,"42123 MORON DE ALMAZAN",          54,
,"42124 MURIEL DE LA FUENTE",           5,
,"42125 MURIEL VIEJO",           5,
,"42127 NAFRIA DE UCERO",          34,
,"42128 NARROS",          12,
,"42129 NAVALENO",           8,
,"42130 NEPAS",          45,
,"42131 NOLAY",          50,
,"42132 NOVIERCAS",          83,
,"42134 OLVEGA",         215,
,"42135 ONCALA",          29,
,"42139 PINILLA DEL CAMPO",           8,
,"42140 PORTILLO DE SORIA",          20,
,"42141 POVEDA DE SORIA (LA)",          28,
,"42142 POZALMURO",          16,
,"42144 QUINTANA REDONDA",         100,
,"42145 QUINTANAS DE GORMAZ",          23,
,"42148 QUIÑONERIA",          32,
,"42149 RABANOS (LOS)",          95,
,"42151 REBOLLAR",          12,
,"42152 RECUERDA",          44,
,"42153 RELLO",          13,
,"42154 RENIEBLAS",          45,
,"42155 RETORTILLO DE SORIA",          54,
,"42156 REZNOS",          25,
,"42157 RIBA DE ESCALOTE (LA)",           8,
,"42158 RIOSECO DE SORIA",          33,
,"42159 ROLLAMIENTA",           7,
,"42160 ROYO (EL)",          46,
,"42161 SALDUERO",          10,
,"42162 SAN ESTEBAN DE GORMAZ",         860,
,"42163 SAN FELICES",          23,
,"42164 SAN LEONARDO DE YAGÜE",         287,
,"42165 SAN PEDRO MANRIQUE",          92,
,"42166 SANTA CRUZ DE YANGUAS",          20,
,"42167 SANTA MARIA DE HUERTA",          14,
,"42168 SANTA MARIA DE LAS HOYAS",          32,
,"42171 SERON DE NAGIMA",          82,
,"42172 SOLIEDRA",          23,
,"42173 SORIA",          67,
,"42174 SOTILLO DEL RINCON",          26,
,"42175 SUELLACABRAS",          32,
,"42176 TAJAHUERCE",          21,
,"42177 TAJUECO",          24,
,"42178 TALVEILA",           6,
,"42181 TARDELCUENDE",          37,
,"42182 TARODA",          34,
,"42183 TEJADO",          84,
,"42184 TORLENGUA",          54,
,"42185 TORREBLACOS",          12,
,"42187 TORRUBIA DE SORIA",          34,
,"42188 TREVAGO",          17,
,"42189 UCERO",           9,
,"42190 VADILLO",          25,
,"42191 VALDEAVELLANO DE TERA",          20,
,"42192 VALDEGEÑA",          18,
,"42193 VALDELAGUA DEL CERRO",           5,
,"42194 VALDEMALUQUE",          97,
,"42195 VALDENEBRO",          28,
,"42196 VALDEPRADO",           6,
,"42197 VALDERRODILLA",          26,
,"42198 VALTAJEROS",           6,
,"42200 VELAMAZAN",          57,
,"42201 VELILLA DE LA SIERRA",          15,
,"42202 VELILLA DE LOS AJOS",          22,
,"42204 VIANA DE DUERO",          74,
,"42205 VILLACIERVOS",          22,
,"42206 VILLANUEVA DE GORMAZ",          17,
,"42207 VILLAR DEL ALA",           6,
,"42208 VILLAR DEL CAMPO",          20,
,"42209 VILLAR DEL RIO",          41,
,"42211 VILLARES DE SORIA (LOS)",          31,
,"42212 VILLASAYAS",          33,
,"42213 VILLASECA DE ARCIEL",          21,
,"42215 VINUESA",          81,
,"42216 VIZMANOS",          19,
,"42217 VOZMEDIANO",          23,
,"42218 YANGUAS",           9,
,"42219 YELO",          24,
,"47001 ADALIA",          22,
,"47002 AGUASAL",          36,
,"47003 AGUILAR DE CAMPOS",          59,
,"47004 ALAEJOS",         271,
,"47005 ALCAZAREN",         137,
,"47006 ALDEA DE SAN MIGUEL",          54,
,"47007 ALDEAMAYOR DE SAN MARTIN",         136,
,"47008 ALMENARA DE ADAJA",          35,
,"47009 AMUSQUILLO",          79,
,"47011 ATAQUINES",          96,
,"47012 BAHABON",          72,
,"47013 BARCIAL DE LA LOMA",          82,
,"47014 BARRUELO DEL VALLE",          34,
,"47015 BECILLA DE VALDERADUEY",         135,
,"47016 BENAFARCES",          56,
,"47017 BERCERO",          68,
,"47018 BERCERUELO",          23,
,"47019 BERRUECES",          38,
,"47020 BOBADILLA DEL CAMPO",          42,
,"47021 BOCIGAS",          34,
,"47022 BOCOS DE DUERO",          16,
,"47023 BOECILLO",          18,
,"47024 BOLAÑOS DE CAMPOS",         100,
,"47025 BRAHOJOS DE MEDINA",          63,
,"47026 BUSTILLO DE CHAVES",          14,
,"47027 CABEZON DE PISUERGA",          41,
,"47028 CABEZON DE VALDERADUEY",          22,
,"47029 CABREROS DEL MONTE",          52,
,"47030 CAMPASPERO",         300,
,"47031 CAMPILLO (EL)",          64,
,"47032 CAMPORREDONDO",          57,
,"47033 CANALEJAS DE PEÑAFIEL",          97,
,"47034 CANILLAS DE ESGUEVA",          42,
,"47035 CARPIO",         207,
,"47036 CASASOLA DE ARION",          41,
,"47037 CASTREJON DE TRABANCOS",          66,
,"47038 CASTRILLO DE DUERO",          49,
,"47039 CASTRILLO-TEJERIEGO",          90,
,"47040 CASTROBOL",          42,
,"47041 CASTRODEZA",          45,
,"47042 CASTROMEMBIBRE",          40,
,"47043 CASTROMONTE",         109,
,"47044 CASTRONUEVO DE ESGUEVA",          33,
,"47045 CASTRONUÑO",         200,
,"47046 CASTROPONCE",          50,
,"47047 CASTROVERDE DE CERRATO",          87,
,"47048 CEINOS DE CAMPOS",          81,
,"47049 CERVILLEGO DE LA CRUZ",          30,
,"47050 CIGALES",         479,
,"47051 CIGUÑUELA",          74,
,"47052 CISTERNIGA",          46,
,"47053 COGECES DE ISCAR",          44,
,"47054 COGECES DEL MONTE",         276,
,"47055 CORCOS",         170,
,"47056 CORRALES DE DUERO",          48,
,"47057 CUBILLAS DE SANTA MARTA",         136,
,"47058 CUENCA DE CAMPOS",          74,
,"47059 CURIEL DE DUERO",          76,
,"47060 ENCINAS DE ESGUEVA",         122,
,"47061 ESGUEVILLAS DE ESGUEVA",          82,
,"47062 FOMBELLIDA",          72,
,"47063 FOMPEDRAZA",          44,
,"47064 FONTIHOYUELO",          16,
,"47065 FRESNO EL VIEJO",         230,
,"47066 FUENSALDAÑA",         188,
,"47067 FUENTE EL SOL",          50,
,"47068 FUENTE-OLMEDO",          19,
,"47069 GALLEGOS DE HORNIJA",          24,
,"47070 GATON DE CAMPOS",          29,
,"47071 GERIA",          44,
,"47073 HERRIN DE CAMPOS",          55,
,"47074 HORNILLOS DE ERESMA",          63,
,"47075 ISCAR",         159,
,"47076 LAGUNA DE DUERO",         107,
,"47077 LANGAYO",         110,
,"47078 LOMOVIEJO",          40,
,"47079 LLANO DE OLMEDO",          29,
,"47080 MANZANILLO",          27,
,"47081 MARZALES",          16,
,"47082 MATAPOZUELOS",         141,
,"47083 MATILLA DE LOS CAÑOS",          19,
,"47084 MAYORGA",         340,
,"47085 MEDINA DEL CAMPO",         291,
,"47086 MEDINA DE RIOSECO",         142,
,"47087 MEGECES",          56,
,"47088 MELGAR DE ABAJO",          68,
,"47089 MELGAR DE ARRIBA",          56,
,"47090 MOJADOS",          65,
,"47091 MONASTERIO DE VEGA",          48,
,"47092 MONTEALEGRE DE CAMPOS",          29,
,"47093 MONTEMAYOR DE PILILLA",         126,
,"47094 MORAL DE LA REINA",          81,
,"47095 MORALEJA DE LAS PANADERAS",          18,
,"47096 MORALES DE CAMPOS",          35,
,"47097 MOTA DEL MARQUES",          30,
,"47098 MUCIENTES",         302,
,"47099 MUDARRA (LA)",          14,
,"47100 MURIEL",          66,
,"47101 NAVA DEL REY",         211,
,"47102 NUEVA VILLA DE LAS TORRES",         121,
,"47103 OLIVARES DE DUERO",          36,
,"47104 OLMEDO",         173,
,"47105 OLMOS DE ESGUEVA",          32,
,"47106 OLMOS DE PEÑAFIEL",          19,
,"47109 PALAZUELO DE VEDIJA",          49,
,"47110 PARRILLA (LA)",          82,
,"47111 PEDRAJA DE PORTILLO (LA)",         151,
,"47112 PEDRAJAS DE SAN ESTEBAN",         135,
,"47113 PEDROSA DEL REY",          58,
,"47114 PEÑAFIEL",         251,
,"47115 PEÑAFLOR DE HORNIJA",         145,
,"47116 PESQUERA DE DUERO",         190,
,"47117 PIÑA DE ESGUEVA",          59,
,"47118 PIÑEL DE ABAJO",          79,
,"47119 PIÑEL DE ARRIBA",          73,
,"47121 POLLOS",         129,
,"47122 PORTILLO",         143,
,"47123 POZAL DE GALLINAS",          82,
,"47124 POZALDEZ",          61,
,"47125 POZUELO DE LA ORDEN",          31,
,"47126 PURAS",          28,
,"47127 QUINTANILLA DE ARRIBA",          66,
,"47128 QUINTANILLA DEL MOLAR",          37,
,"47129 QUINTANILLA DE ONESIMO",          42,
,"47130 QUINTANILLA DE TRIGUEROS",          43,
,"47131 RABANO",          51,
,"47132 RAMIRO",          45,
,"47133 RENEDO DE ESGUEVA",          36,
,"47134 ROALES DE CAMPOS",          85,
,"47135 ROBLADILLO",          25,
,"47137 ROTURAS",          26,
,"47138 RUBI DE BRACAMONTE",          53,
,"47139 RUEDA",         189,
,"47140 SAELICES DE MAYORGA",          44,
,"47141 SALVADOR DE ZAPARDIEL",          70,
,"47142 SAN CEBRIAN DE MAZOTE",          51,
,"47143 SAN LLORENTE",          64,
,"47144 SAN MARTIN DE VALVENI",          35,
,"47145 SAN MIGUEL DEL ARROYO",         195,
,"47146 SAN MIGUEL DEL PINO",          25,
,"47147 SAN PABLO DE LA MORALEJA",          44,
,"47148 SAN PEDRO DE LATARCE",         177,
,"47149 SAN PELAYO",          15,
,"47150 SAN ROMAN DE HORNIJA",         139,
,"47151 SAN SALVADOR",          16,
,"47152 SANTA EUFEMIA DEL ARROYO",          61,
,"47153 SANTERVAS DE CAMPOS",          54,
,"47154 SANTIBAÑEZ DE VALCORBA",          34,
,"47155 SANTOVENIA DE PISUERGA",          18,
,"47156 SAN VICENTE DEL PALACIO",          59,
,"47157 SARDON DE DUERO",          19,
,"47158 SECA (LA)",         306,
,"47159 SERRADA",         226,
,"47160 SIETE IGLESIAS DE TRABANCOS",         119,
,"47161 SIMANCAS",          60,
,"47162 TAMARIZ DE CAMPOS",          47,
,"47163 TIEDRA",          78,
,"47164 TORDEHUMOS",         143,
,"47165 TORDESILLAS",         363,
,"47166 TORRECILLA DE LA ABADESA",          45,
,"47167 TORRECILLA DE LA ORDEN",          85,
,"47168 TORRECILLA DE LA TORRE",          15,
,"47169 TORRE DE ESGUEVA",          35,
,"47170 TORRE DE PEÑAFIEL",          43,
,"47171 TORRELOBATON",         151,
,"47172 TORRESCARCELA",         105,
,"47173 TRASPINEDO",          76,
,"47174 TRIGUEROS DEL VALLE",         144,
,"47175 TUDELA DE DUERO",         139,
,"47176 UNION DE CAMPOS (LA)",          85,
,"47177 URONES DE CASTROPONCE",          43,
,"47178 URUEÑA",          83,
,"47179 VALBUENA DE DUERO",         112,
,"47180 VALDEARCOS DE LA VEGA",          31,
,"47181 VALDENEBRO DE LOS VALLES",          60,
,"47182 VALDESTILLAS",         107,
,"47183 VALDUNQUILLO",          71,
,"47184 VALORIA LA BUENA",         205,
,"47185 VALVERDE DE CAMPOS",          36,
,"47186 VALLADOLID",         204,
,"47187 VEGA DE RUIPONCE",          44,
,"47188 VEGA DE VALDETRONCO",          28,
,"47189 VELASCALVARO",          47,
,"47190 VELILLA",          40,
,"47191 VELLIZA",          45,
,"47192 VENTOSA DE LA CUESTA",          43,
,"47193 VIANA DE CEGA",           9,
,"47194 VILORIA",          40,
,"47195 VILLABAÑEZ",          72,
,"47196 VILLABARUZ DE CAMPOS",          40,
,"47197 VILLABRAGIMA",         235,
,"47198 VILLACARRALON",          23,
,"47199 VILLACID DE CAMPOS",          29,
,"47200 VILLACO",          46,
,"47203 VILLAFRADES DE CAMPOS",          19,
,"47204 VILLAFRANCA DE DUERO",          74,
,"47205 VILLAFRECHOS",         106,
